Name,Positions,Age,OVA,Potential,Team,Contract,Value,Wage,Total
21 J. Palacios,ST,26,60,61,Sociedad Deportiva Aucas,2020 ~ 2024,€300K,€500,1360
L. Ríos,CM,21,65,77,Club Atlético Banfield,2019 ~ 2022,€1.8M,€3K,1687
22 I. Pitta,ST,21,67,77,SD Huesca,2021 ~ 2025,€2.3M,€4K,1540
21 F. Ortíz,ST,30,57,57,Club River Plate Asunción,2020 ~ 2024,€160K,€500,1369
22 D. Pérez,ST,34,65,65,Club River Plate Asunción,2020 ~ 2021,€350K,€500,1460
21 C. Paredes,ST,29,60,60,Club Sportivo Luqueño,2020 ~ 2020,€250K,€500,1408
21 B. Díaz,CM,29,62,62,Club Social y Deportivo Macará,2021 ~ 2024,€400K,€3K,1573
21 S. Navarro,LB,29,61,61,Club Deportivo Oriente Petrolero,2021 ~ 2021,€300K,€500,1390
21 W. Alonso,LB,29,61,61,Club Sportivo Luqueño,2020 ~ 2020,€300K,€500,1440
22 F. Torres,CB,22,61,71,Club Atlético Talleres,2021 ~ 2024,€700K,€2K,1411
W. Saucedo,RB,25,64,68,Royal Pari,2021 ~ 2022,€750K,€500,1461
W. Soleto,RB,26,64,66,Club Deportivo Oriente Petrolero,2020 ~ 2022,€675K,€500,1519
S. Chader,RM,22,60,67,Clermont Foot 63,2020 ~ 2024,€500K,€3K,1387
21 O. Bekar,RM,19,58,69,SC Rheindorf Altach,2020 ~ 2024,€450K,€1K,1475
21 J. Leesley,LM,26,56,56,Harrogate Town,2016 ~ 2022,€160K,€2K,1501
21 J. Gática,CM,24,58,65,Coquimbo Unido,2020 ~ 2024,€400K,€600,1547
M. Pinto,ST,23,62,64,Deportivo Ñublense,2020 ~ 2022,€525K,€500,1548
21 C. Salas,LW,20,59,65,Coquimbo Unido,2020 ~ 2022,€350K,€550,1376
21 J. Abdala,CM,20,59,67,Coquimbo Unido,2020 ~ 2024,€500K,€500,1516
21 F. Villagrán,CM,23,59,64,Coquimbo Unido,2020 ~ 2022,€350K,€600,1510
22 Jeon Jung Ho,RW,22,57,69,Suwon FC,2020 ~ 2021,€400K,€950,1527
22 Seo Ju Hwan,GK,22,54,64,Ulsan Hyundai FC,2020 ~ 2022,€210K,€1K,858
22 Min Dong Hwan,GK,20,55,69,Ulsan Hyundai FC,2022 ~ 2024,€275K,€850,867
21 R. Cerecedo,GK,22,56,64,Club Universidad Nacional,2020 ~ 2022,€275K,€1K,1031
M. Adopo,CM,21,58,68,Torino F.C.,2020 ~ 2023,€450K,€5K,1622
21 Ş. Kaynak,RM,21,59,67,Yeni Malatyaspor,2019 ~ 2021,€500K,€2K,1476
21 K. Yılmaz,ST,23,58,63,Yeni Malatyaspor,2020 ~ 2021,€300K,€2K,1402
22 J. Escobar,ST,24,65,69,Independiente del Valle,2020 ~ 2025,€1M,€500,1565
22 B. Gazzolo,CB,23,63,71,CD Huachipato,2020 ~ 2022,€1M,€1K,1371
20 C. Gandara,CB,20,58,71,Fútbol Club Juárez,2020 ~ 2023,€230K,€2K,1306
21 S. Kasongo,CM,17,53,73,Toulouse Football Club,2020 ~ 2024,€250K,€500,1452
22 O. Panuco,LM,19,61,70,Fútbol Club Juárez,2020 ~ 2021,€700K,€1K,1561
20 S. Felipe,CB,28,60,60,Club Deportivo Palestino,2020 ~ 2023,€180K,€800,1242
M. Tenho,CB,27,65,68,HJK Helsinki,2020 ~ 2023,€800K,€500,1429
22 N. Emeran,LM,18,60,74,Manchester United,2019 ~ 2024,€575K,€5K,1539
22 K. Dohi,CM,20,58,70,Sanfrecce Hiroshima,2019 ~ 2022,€500K,€1K,1587
P. Sejdiu,RW,22,62,73,Malmö FF,2020 ~ 2024,€900K,€2K,1520
22 S. Ayukawa,ST,19,59,69,Sanfrecce Hiroshima,2019 ~ 2023,€500K,€1K,1534
22 T. Andersson,GK,27,57,61,Kalmar FF,2020 ~ 2021,€170K,€600,857
22 Y. Asano,ST,24,67,71,Sanfrecce Hiroshima,2019 ~ 2023,€1.5M,€4K,1748
21 M. Persson,LB,19,51,61,Kalmar FF,2020 ~ 2024,€120K,€500,1279
21 V. Krüger,CB,20,50,63,Kalmar FF,2020 ~ 2021,€110K,€500,1200
20 V. Popov,RB,19,59,73,,Free,€0,€0,1442
22 B. Hernández,RB,22,63,69,Club Social y Deportivo Macará,2020 ~ 2022,€725K,€500,1463
T. Bartouche-Selbonne,GK,25,57,63,FC Lorient,2017 ~ 2026,€200K,€2K,899
M. Rivera,LM,20,64,74,AS Saint-Étienne,2020 ~ 2024,€1.3M,€2K,1610
20 R. Leyton,GK,32,60,60,CD Universidad de Concepción,2020 ~ 2023,€130K,€600,891
20 J. Avilés,ST,18,51,68,CD Universidad de Concepción,2020 ~ 2023,€80K,€500,1237
J. Sekidika,RM,25,68,69,Galatasaray SK,2020 ~ 2024,€1.4M,€21K,1723
22 J. Nishikawa,RM,19,62,74,Sagan Tosu,"Jan 31, 2023 On Loan",€950K,€1K,1591
22 T. Yamakawa,RB,23,64,68,Vissel Kobe,2020 ~ 2023,€775K,€2K,1461
21 H. Takeda,CAM,18,57,71,Urawa Red Diamonds,2020 ~ 2023,€375K,€750,1549
21 K. Hoshi,CB,23,60,67,Yokohama FC,2020 ~ 2021,€450K,€700,1311
22 S. Perry,CDM,19,60,71,Walsall,2019 ~ 2023,€500K,€1K,1656
20 J. Galli,CDM,29,65,65,Once Caldas,2020 ~ 2023,€475K,€1K,1635
22 L. Andoh,CB,21,56,61,Ipswich Town,2020 ~ 2022,€200K,€1K,1413
21 B. Spencer-Adams,CB,19,60,75,Watford,2019 ~ 2021,€550K,€1K,1356
C. Saydee,ST,20,61,73,AFC Bournemouth,2020 ~ 2023,€800K,€6K,1486
Valera,RM,20,64,77,Atlético de Madrid,2019 ~ 2026,€1.4M,€8K,1555
21 Lee Yong Hyuk,CB,23,62,69,Suwon Samsung Bluewings,2020 ~ 2024,€750K,€850,1590
22 Lee Pung Yeon,CB,21,58,71,Suwon Samsung Bluewings,2020 ~ 2022,€475K,€750,1400
21 Lee Kang Hee,CDM,18,53,69,Suwon Samsung Bluewings,2020 ~ 2022,€230K,€500,1470
22 W. Seymore,CDM,29,60,60,Finn Harps,2021 ~ 2021,€210K,€500,1604
22 D. Hotta,GK,26,59,62,Shonan Bellmare,2020 ~ 2023,€230K,€650,906
22 K. Kitazume,RM,29,66,66,Kashiwa Reysol,2020 ~ 2023,€850K,€4K,1818
21 K. Sato,CM,29,65,65,Oita Trinita,2020 ~ 2021,€700K,€1K,1765
22 S. Yoshida,GK,24,62,66,Oita Trinita,2020 ~ 2023,€450K,€600,965
22 D. Tono,CAM,22,67,72,Kawasaki Frontale,2021 ~ 2023,€1.6M,€4K,1800
21 N. Yamamoto,CB,24,65,70,Yokohama F. Marinos,2020 ~ 2021,€975K,€3K,1373
22 Y. Uchida,LB,26,64,67,Sagan Tosu,2020 ~ 2022,€700K,€1K,1771
21 O. Dillon,CB,21,55,62,Western United FC,2020 ~ 2020,€240K,€500,1208
22 H. Nakama,LM,29,68,68,Kashima Antlers,2022 ~ 2024,€1.2M,€5K,1860
22 A. Oeynhausen,CM,19,60,69,SC Paderborn 07,2020 ~ 2022,€525K,€2K,1634
S. Bowen,CDM,21,58,68,Newport County,2022 ~ 2024,€425K,€2K,1601
20 J. Asani,RW,24,59,64,AIK,2017 ~ 2021,€210K,€2K,1491
J. Ortiz,CM,26,70,72,Independiente del Valle,2022 ~ 2026,€2M,€650,1948
22 N. Nomura,CF,30,66,66,Oita Trinita,2020 ~ 2023,€850K,€2K,1777
H. Rojas,CM,28,59,59,Club Deportivo Oriente Petrolero,2022 ~ 2022,€220K,€500,1485
21 K. Kumagawa,RB,23,58,63,Yokohama FC,2020 ~ 2021,€275K,€700,1480
22 S. Portocarrero,LM,24,64,67,Club Social y Deportivo Macará,2021 ~ 2025,€800K,€500,1679
Leonardo,ST,25,72,76,Ulsan Hyundai FC,2022 ~ 2022,€3.3M,€9K,1770
F. Chafaï,CB,32,71,71,Damac FC,2020 ~ 2023,€1.2M,€13K,1582
21 Adriano Castanheira,RW,27,66,66,FC Paços de Ferreira,2020 ~ 2022,€900K,€3K,1658
22 R. Kikuchi,CB,24,66,70,Vissel Kobe,2020 ~ 2023,€1.1M,€2K,1376
22 S. Toshima,CM,25,64,67,Kashiwa Reysol,2020 ~ 2023,€775K,€3K,1802
20 T. Mae,RB,25,65,67,Yokohama F. Marinos,2020 ~ 2021,€575K,€2K,1669
21 J. León,CB,25,62,68,Delfín Sporting Club,2020 ~ 2024,€550K,€500,1330
22 K. Sento,CAM,26,67,67,Nagoya Grampus,2022 ~ 2023,€1.1M,€3K,1799
22 J. Ichimori,GK,29,64,64,Gamba Osaka,2020 ~ 2023,€400K,€2K,967
22 H. Miyuki,CDM,28,64,64,Shonan Bellmare,2020 ~ 2022,€525K,€1K,1730
I. Vassilev,RM,21,62,71,Inter Miami CF,"Dec 31, 2022 On Loan",€900K,€9K,1565
R. Scott,GK,26,58,60,Western United FC,2019 ~ 2023,€190K,€550,835
20 C. Campos,GK,19,53,66,Universidad de Chile,2020 ~ 2023,€90K,€600,824
21 Y. Takazawa,ST,23,66,70,Oita Trinita,2020 ~ 2022,€1.2M,€2K,1584
T. Sakamoto,RM,25,70,73,KV Oostende,2022 ~ 2025,€2.1M,€7K,1826
20 A. Volker,CB,20,59,67,Unión Española,2020 ~ 2023,€210K,€750,1218
Cubero,RB,22,58,67,SD Eibar,2019 ~ 2023,€425K,€1K,1427
Koo Bon Chul,RM,22,63,73,Seongnam FC,2022 ~ 2026,€1.1M,€1K,1647
22 D. Loera,CAM,22,60,69,Orlando City Soccer Club,2019 ~ 2021,€550K,€1K,1427
21 Choi Won Chang,CB,19,53,69,Incheon United FC,2020 ~ 2022,€230K,€500,1244
20 Yoo Sung Hyung,CM,21,50,58,Incheon United FC,2020 ~ 2023,€45K,€550,1409
20 Jung Chang Yong,ST,20,53,63,Incheon United FC,2020 ~ 2023,€100K,€700,1300
20 Pyo Geon Hee,CM,21,51,62,Incheon United FC,2020 ~ 2023,€60K,€600,1396
J. March,ST,25,60,62,Forest Green Rovers,2020 ~ 2023,€325K,€2K,1519
C. Vélez,CDM,29,66,66,Delfín Sporting Club,2022 ~ 2022,€725K,€500,1753
21 R. Quintana,ST,25,62,64,Club Plaza de Deportes Colonia,2020 ~ 2024,€500K,€500,1567
B. Franjic,CDM,22,71,78,VfL Wolfsburg,2022 ~ 2027,€3.6M,€20K,1839
21 J. Hernández,LB,23,61,67,CS Emelec,2021 ~ 2023,€475K,€500,1453
20 Lee Igi,GK,22,53,61,Suwon Samsung Bluewings,2020 ~ 2023,€70K,€750,968
22 Ó. Colmán,ST,20,57,71,Club River Plate Asunción,2021 ~ 2025,€400K,€500,1340
F. Bareiro,ST,22,61,71,Metropolitanos de Caracas FC,2022 ~ 2022,€750K,€500,1455
B. Skaret,CB,20,57,74,Vålerenga Fotball,2019 ~ 2024,€400K,€650,1349
21 E. Isufi,RB,20,57,72,FC Basel 1893,2019 ~ 2024,€375K,€2K,1379
22 S. Hansen,RW,19,64,83,Ajax,2018 ~ 2023,€1.5M,€2K,1607
R. Cabrera,CB,27,62,62,Club Sol de América,2022 ~ 2022,€375K,€500,1419
21 F. Benítez,LM,21,62,70,Club Sportivo Luqueño,2017 ~ 2024,€900K,€500,1415
21 O. Noguera,RB,30,64,64,Club Sportivo Luqueño,2019 ~ 2024,€500K,€500,1418
B. Armoa,RM,22,65,76,Club Atlético Tigre,2020 ~ 2023,€1.6M,€3K,1513
22 J. Nuñez,RM,25,63,63,Guaireña FC,2021 ~ 2021,€525K,€500,1426
21 Valdeci,ST,25,61,64,Club Sportivo Luqueño,2019 ~ 2024,€450K,€500,1427
M. Arzamendia,GK,24,62,69,Club Olimpia,2017 ~ 2022,€675K,€500,904
21 A. Quiñónez,CM,29,60,60,Club River Plate Asunción,2020 ~ 2021,€240K,€500,1537
21 W. Ortíz,CM,28,60,60,Club Sportivo Luqueño,2018 ~ 2024,€250K,€500,1510
F. Martínez,CDM,28,65,65,Club Atlético Sarmiento,2022 ~ 2023,€625K,€3K,1623
21 L. Ibarra,CM,21,61,69,12 de Octubre FC,2021 ~ 2021,€725K,€2K,1531
21 K. Serna,ST,22,56,62,Club Sportivo Luqueño,2019 ~ 2024,€230K,€500,1376
21 V. Villalba,RM,21,59,67,Club Sportivo Luqueño,2019 ~ 2024,€500K,€500,1420
R. Salinas,RM,27,67,67,Guaireña FC,2022 ~ 2022,€1.1M,€500,1811
21 J. Domínguez,RM,20,58,68,Club Sportivo Luqueño,2019 ~ 2024,€450K,€500,1458
22 J. Ojeda,RB,23,61,68,12 de Octubre FC,2021 ~ 2021,€625K,€500,1388
A. Marín,ST,22,64,72,Guaireña FC,2020 ~ 2023,€1.3M,€500,1587
21 C. Sanabria,ST,19,57,68,Club Olimpia,2020 ~ 2022,€350K,€500,1324
20 S. Papadopoulos,GK,19,57,71,PAOK,2018 ~ 2021,€190K,€500,903
21 C. Fleming,RB,22,51,57,Cork City,2019 ~ 2024,€90K,€500,1262
A. Boutoutaou,CAM,21,64,75,Valenciennes FC,2019 ~ 2025,€1.3M,€1K,1550
21 Álex Cruz,CM,20,60,72,CD Tenerife,2019 ~ 2022,€600K,€1K,1690
Pepe Sánchez,CB,22,64,76,Granada CF,2019 ~ 2024,€1.4M,€2K,1682
22 Marc Echarri,ST,22,64,75,CD Leganés,2021 ~ 2022,€1.3M,€3K,1527
20 K. Lipman,GK,20,57,68,Sparta Rotterdam,2019 ~ 2020,€140K,€850,858
M. Al Mahasna,GK,25,57,63,Damac FC,2019 ~ 2022,€200K,€2K,971
21 R. Smit,ST,19,62,72,SC Heerenveen,2019 ~ 2022,€875K,€1K,1493
21 D. Roethof,CB,19,58,70,ADO Den Haag,2019 ~ 2022,€450K,€800,1367
20 T. Daverveld,CB,19,58,72,PSV,2019 ~ 2020,€250K,€1K,1297
20 L. Valls,CM,20,60,69,Nîmes Olympique,2019 ~ 2023,€325K,€3K,1571
22 A. Dionkou,RB,19,62,77,FC Barcelona,"Jun 30, 2022 On Loan",€900K,€2K,1572
M. Bočić,ST,22,58,68,Frosinone,2019 ~ 2024,€450K,€650,1413
N. Al Rashidi,CB,27,57,60,Al Wehda,2019 ~ 2023,€190K,€4K,1350
S. Lammens,GK,19,64,79,Club Brugge KV,2020 ~ 2023,€1.2M,€2K,960
21 T. Reinhart,CM,20,53,69,Spezia,2019 ~ 2024,€240K,€2K,1478
21 O. Çötür,CB,18,55,68,Yukatel Kayserispor,2019 ~ 2024,€275K,€600,1307
21 K. Tønnessen,LB,22,63,70,IK Start,2019 ~ 2023,€925K,€750,1570
21 R. MacIver,RW,21,59,68,Motherwell,2019 ~ 2021,€500K,€1K,1486
22 T. Collins,GK,18,55,69,Scunthorpe United,2019 ~ 2022,€250K,€500,886
22 A. Greaves,CDM,20,58,69,Doncaster Rovers,2018 ~ 2022,€425K,€1K,1495
T. Nuss,RM,21,65,72,Argentinos Juniors,2022 ~ 2022,€1.5M,€3K,1699
20 B. Prętnik,RB,18,54,70,Korona Kielce,2019 ~ 2021,€130K,€500,1408
21 Pedro Mendes,ST,20,70,80,CD Nacional,"Jun 30, 2021 On Loan",€3.5M,€6K,1777
21 E. Kinali,RM,20,52,67,Southend United,2019 ~ 2021,€190K,€2K,1401
21 L. Aponte,LB,26,64,65,Deportivo Pasto,2020 ~ 2024,€625K,€600,1497
21 N. Meister,RM,20,63,71,spusu SKN St. Pölten,2018 ~ 2021,€1.1M,€2K,1612
21 V. Lamprecht,CDM,19,55,69,spusu SKN St. Pölten,2020 ~ 2021,€275K,€850,1452
T. Galjé,GK,21,58,67,Seraing,2020 ~ 2023,€400K,€1K,866
21 B. Limbombe,LW,19,61,75,KRC Genk,2019 ~ 2024,€775K,€2K,1422
21 S. Kimura,CB,18,58,70,FC Tokyo,2020 ~ 2023,€450K,€500,1292
22 M. Rabuñal,CDM,27,66,67,Rosario Central,2021 ~ 2022,€875K,€5K,1617
20 S. Román,CB,17,59,77,Puebla FC,2017 ~ 2021,€275K,€500,1429
22 B. Dempsey,CM,21,55,63,Charlton Athletic,2018 ~ 2022,€275K,€1K,1454
J. Davison,ST,22,63,72,AFC Wimbledon,2022 ~ 2024,€1.1M,€3K,1511
22 K. Kurokawa,LB,24,63,68,Gamba Osaka,2020 ~ 2023,€675K,€2K,1590
21 G. Rojas,CAM,38,62,62,Zamora Fútbol Club,2018 ~ 2024,€130K,€500,1552
21 P. Ramírez,RM,27,64,64,Zamora Fútbol Club,2018 ~ 2024,€625K,€500,1423
21 J. Maldonado,CB,26,61,63,Caracas Fútbol Club,2020 ~ 2024,€350K,€500,1539
C. Osorio,CB,25,67,72,Hermanos Colmenarez,2020 ~ 2022,€1.3M,€500,1486
21 J. Soto,CDM,26,60,63,Zamora Fútbol Club,2018 ~ 2024,€300K,€500,1533
21 R. Villamizar,CDM,25,61,66,Zamora Fútbol Club,2019 ~ 2024,€450K,€500,1485
21 M. Quintero,CDM,20,61,68,Zamora Fútbol Club,2018 ~ 2024,€600K,€500,1492
M. Guaramato,RB,28,67,67,Estudiantes de Mérida,2022 ~ 2022,€925K,€500,1545
21 D. Rodríguez,RM,24,60,63,Zamora Fútbol Club,2019 ~ 2024,€325K,€500,1491
21 D. Matheus,LW,19,61,73,Zamora Fútbol Club,2018 ~ 2024,€775K,€500,1421
R. Figueroa,LM,25,65,66,Deportivo Táchira FC,2022 ~ 2022,€850K,€500,1589
G. Paiva,ST,24,65,70,Club Olimpia,2018 ~ 2022,€1.1M,€500,1510
Y. Oukili,CM,21,63,70,RKC Waalwijk,2021 ~ 2025,€975K,€1K,1620
20 B. Leeflang,RB,17,56,69,Vitesse,2019 ~ 2020,€140K,€500,1462
20 N. Pichler,CAM,21,55,62,SV Mattersburg,2019 ~ 2023,€110K,€2K,1337
21 Indjai Correia,ST,20,59,72,AS Saint-Étienne,2019 ~ 2022,€550K,€4K,1486
N. Boushal,RB,22,63,71,Al Fateh,2019 ~ 2024,€1M,€5K,1619
20 S. Glover,CB,18,54,69,St. Mirren,2018 ~ 2023,€130K,€500,1332
21 C. Birch,LB,18,53,71,Carlisle United,2018 ~ 2021,€230K,€550,1486
A. Ejupi,CDM,29,65,65,TSV Egger Glas Hartberg,2022 ~ 2024,€600K,€2K,1675
21 G. Tunjov,CM,19,58,72,SPAL,2019 ~ 2023,€475K,€500,1566
F. Ginella,CM,23,63,72,Club Nacional de Football,2022 ~ 2026,€1.1M,€500,1627
21 B. Maidana,RM,20,60,68,Club Atlético Huracán,2019 ~ 2023,€550K,€2K,1463
21 M. Márquez,ST,19,58,69,Zamora Fútbol Club,2019 ~ 2024,€450K,€500,1375
22 K. Toporkiewicz,ST,19,55,70,Jagiellonia Białystok,2019 ~ 2024,€300K,€1K,1340
C. Arrua,CAM,24,67,72,Club Nacional,2018 ~ 2024,€1.5M,€500,1809
D. Santacruz,CAM,27,70,71,Club Nacional,2019 ~ 2022,€1.8M,€500,1687
22 R. Garay,CB,24,61,67,Rosario Central,2019 ~ 2022,€475K,€2K,1390
21 N. Giménez,LB,22,61,69,Club Nacional,2021 ~ 2024,€700K,€500,1419
21 A. González,CDM,28,64,64,Club Nacional,2019 ~ 2021,€525K,€500,1524
21 M. Duré,CM,29,58,58,Club Sportivo Luqueño,2020 ~ 2024,€200K,€500,1527
E. Orzusa,CM,32,63,63,Club Olimpia,2021 ~ 2022,€375K,€500,1603
21 V. Barrientos,LB,25,62,65,Club Nacional,2018 ~ 2021,€475K,€500,1459
21 A. Verdún,LM,22,51,60,Club Nacional,2019 ~ 2024,€130K,€500,1310
22 E. Zaracho,CM,31,65,65,Club Nacional,2019 ~ 2025,€575K,€500,1643
21 P. Gavilán,GK,31,63,63,Club River Plate Asunción,2019 ~ 2024,€250K,€500,916
O. Colmán,CM,20,58,69,Club Nacional,2018 ~ 2022,€450K,€500,1493
J. Espínola,GK,27,71,73,Godoy Cruz,2021 ~ 2023,€1.7M,€6K,1211
21 R. Báez,LM,22,61,71,Club Nacional,2021 ~ 2024,€725K,€500,1470
21 V. Dávalos,RB,29,63,63,Club Guaraní,2020 ~ 2024,€425K,€500,1560
C. Nuñez,CB,26,65,69,Club Nacional,2019 ~ 2023,€875K,€500,1498
J. Benítez,RM,21,62,70,Club Nacional,2019 ~ 2023,€900K,€500,1431
S. Fretes,RM,23,62,70,Club Nacional,2020 ~ 2022,€875K,€500,1535
22 L. González,ST,23,64,68,Guaireña FC,2020 ~ 2025,€850K,€500,1527
D. Fleitas,ST,25,63,67,Club Nacional,2019 ~ 2022,€675K,€500,1493
22 F. Parra,CM,29,62,62,Guaireña FC,2021 ~ 2021,€400K,€500,1588
21 A. González,CM,23,54,61,Club River Plate Asunción,2019 ~ 2024,€220K,€500,1452
21 A. Vera,GK,27,58,61,Club River Plate Asunción,2018 ~ 2024,€200K,€500,918
22 C. Montiel,LB,27,65,66,Club River Plate Asunción,2021 ~ 2021,€750K,€500,1525
21 R. Fernández,LB,23,61,67,Club River Plate Asunción,2018 ~ 2024,€475K,€500,1410
R. Vera,CM,26,64,67,Club Nacional,2022 ~ 2022,€750K,€500,1683
21 J. Gauto,LM,26,58,59,Club River Plate Asunción,2019 ~ 2024,€240K,€500,1370
22 B. Ayala,LM,26,65,66,Club Nacional,2018 ~ 2022,€850K,€500,1533
22 W. Gaona,LM,19,55,69,Club River Plate Asunción,2019 ~ 2025,€300K,€500,1349
G. Giménez,RB,35,64,64,Club Sol de América,2022 ~ 2022,€180K,€500,1516
E. Alfonso,RM,22,65,73,General Caballero (JLM),2022 ~ 2022,€1.6M,€500,1516
21 O. Giménez,ST,30,61,61,Club River Plate Asunción,2020 ~ 2024,€325K,€500,1455
21 M. Prieto,ST,34,64,64,Club River Plate Asunción,2019 ~ 2021,€275K,€500,1464
22 Ó. Colmán,ST,20,57,71,Club River Plate Asunción,2021 ~ 2025,€400K,€500,1340
F. Bareiro,ST,22,61,71,Metropolitanos de Caracas FC,2022 ~ 2022,€750K,€500,1455
21 A. Hajdari,RB,20,60,71,SK Rapid Wien,2018 ~ 2024,€525K,€3K,1509
20 Pablo Haro,CAM,22,62,71,Unión Deportiva Las Palmas,2019 ~ 2020,€475K,€2K,1626
21 M. Kuyucu,LB,20,59,69,FC St. Pauli,2019 ~ 2021,€475K,€2K,1502
G. Coelho,RWB,22,62,68,Rodez Aveyron Football,2019 ~ 2025,€600K,€900,1573
20 L. Mokdad,CM,19,53,65,US Orléans Loiret Football,2019 ~ 2023,€100K,€700,1432
M. Andersen,GK,21,56,69,FK Bodø/Glimt,2019 ~ 2023,€300K,€500,842
22 N. Slonina,CB,20,56,72,Chicago Fire Football Club,2019 ~ 2021,€350K,€900,1232
A. Curruhinca,LM,22,60,71,Club Atlético Huracán,2019 ~ 2024,€550K,€2K,1498
21 B. Negro,LB,22,62,69,Patronato,2019 ~ 2021,€775K,€2K,1519
E. Damergy,GK,19,60,73,Stade Rennais FC,2022 ~ 2023,€500K,€2K,922
21 A. Jones,RB,26,58,61,Real Salt Lake,2019 ~ 2020,€250K,€1K,1470
22 Sotillos,CB,23,64,71,CF Fuenlabrada,2019 ~ 2022,€1.1M,€2K,1561
D. Valdés,GK,37,62,62,Estudiantes de Mérida,2021 ~ 2022,€45K,€500,940
J. Palacios,RM,23,67,74,Club Atlético Banfield,"Dec 31, 2022 On Loan",€2M,€5K,1788
A. Marinelli,RM,23,64,73,Rosario Central,2018 ~ 2023,€1.3M,€4K,1580
21 Y. Reyes,CAM,26,62,63,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€475K,€500,1668
21 L. Terán,CB,27,61,63,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€350K,€500,1419
22 J. Rodríguez,LB,22,66,75,Club Universidad Nacional,2020 ~ 2025,€1.8M,€3K,1713
21 C. Castro,CB,33,61,61,Zamora Fútbol Club,2018 ~ 2024,€160K,€500,1357
G. Olveira,GK,29,71,72,Club Olimpia,2022 ~ 2023,€1.4M,€500,922
22 A. Ale,CB,26,66,71,Club Olimpia,2021 ~ 2025,€1.1M,€500,1542
L. Terán,GK,28,64,66,Hermanos Colmenarez,2022 ~ 2022,€500K,€500,978
M. Montiel,CDM,26,66,69,Club Atlético River Plate,2019 ~ 2022,€1M,€500,1731
20 E. Hernández,CB,21,58,66,Jaguares de Córdoba Fútbol Club,2020 ~ 2023,€170K,€500,1318
21 F. Ospitaleche,CDM,24,63,64,Club Atlético River Plate,2018 ~ 2023,€525K,€500,1625
21 C. Torres,LB,31,62,62,Llaneros de Guanare Escuela de Fútbol,2017 ~ 2024,€300K,€500,1463
21 A. Perea,LM,27,63,63,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€500K,€500,1575
21 L. Machado,GK,22,59,68,Club Atlético River Plate,2019 ~ 2021,€450K,€500,926
22 F. Tinaglini,GK,22,60,68,Montevideo City Torque,2020 ~ 2022,€475K,€500,902
21 J. Marulanda,ST,23,59,64,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€350K,€500,1437
21 F. Silvera,LB,23,61,68,Club Atlético River Plate,2017 ~ 2022,€625K,€500,1536
22 S. Pérez,LB,22,61,69,Club Atlético River Plate,2019 ~ 2023,€700K,€500,1494
22 J. Plada,RM,22,58,65,Club Atlético River Plate,2019 ~ 2023,€425K,€500,1533
22 L. Urruti,LW,28,66,66,Club Universitario de Deportes,2021 ~ 2022,€850K,€500,1560
21 J. Vargas,RM,21,61,70,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€725K,€500,1516
21 N. Rodríguez,RWB,28,68,68,Club Atlético River Plate,2017 ~ 2021,€1.1M,€500,1815
21 J. Rodríguez,RW,24,61,63,Llaneros de Guanare Escuela de Fútbol,2019 ~ 2024,€425K,€500,1507
21 J. Neris,ST,20,61,73,Club Atlético River Plate,2017 ~ 2024,€800K,€500,1565
22 A. Leites,CAM,29,64,64,Club Atlético River Plate,2019 ~ 2022,€575K,€500,1627
20 Ó. Hernández,CDM,26,62,65,Rionegro Águilas,2020 ~ 2021,€350K,€500,1454
21 S. Möller,RWB,26,58,61,Varbergs BoIS FC,2018 ~ 2021,€250K,€550,1423
A. Fofana,LB,22,64,71,Dijon FCO,2021 ~ 2024,€1.1M,€2K,1645
N. Netabay,CM,27,64,65,Kalmar FF,2022 ~ 2022,€675K,€1K,1762
S. Sebulonsen,RB,22,66,73,Brøndby IF,2022 ~ 2026,€1.6M,€4K,1787
22 R. Akbib,CB,20,57,71,Royal Charleroi S.C.,2021 ~ 2022,€375K,€2K,1316
21 Iván López,CB,21,59,70,CD Leganés,2019 ~ 2022,€475K,€1K,1307
Z. Bailey,RB,21,58,65,FC Cincinnati,2019 ~ 2022,€400K,€900,1526
21 J. Bender,RM,18,52,69,Orlando City Soccer Club,2019 ~ 2021,€200K,€500,1406
21 G. Georgiev,GK,31,64,64,,Free,€0,€0,1010
22 K. De La Hoz,CB,22,61,68,Academia Puerto Cabello,2021 ~ 2023,€625K,€500,1403
21 M. Rush,ST,19,53,71,Southend United,2019 ~ 2021,€240K,€1K,1408
21 D. Vicente,CM,21,61,69,Club Atlético River Plate,2015 ~ 2024,€725K,€500,1566
21 F. Vigo,CAM,21,57,68,Club Atlético River Plate,2018 ~ 2024,€375K,€500,1470
21 G. Viera,CB,33,65,65,Club Atlético River Plate,2019 ~ 2021,€350K,€500,1470
22 J. Fernández,CB,22,63,70,SC Heerenveen,2020 ~ 2023,€900K,€2K,1380
21 L. Lang,ST,20,54,69,FC Luzern,2019 ~ 2023,€250K,€2K,1432
22 E. Karadağ,RW,21,56,68,Çaykur Rizespor,2018 ~ 2024,€350K,€2K,1446
